Vaka_ID,Ulke_Bolge,Yil,Proje_Sektoru_v4,FIDIC_Kitap_Turu,Atif_Maddeler,Kurum_Yargi_Yeri,Uyusmazlik_Ozeti,Claim_Turu,Eskalasyon_Asamasi,Sonuc_Yonu,Vaka_Adi,Kaynak,Karar_Yonu_Ham,Tahmini_Tutar_USD,Sure_Yil_Cikarilan
459,İngiltere/UK,1997,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 4. Baskı (1987),Cl.20 (Isin Bakimi/Riski); Cl.65 (Ozel Riskler - Savas/Istila),"ICC Tahkimi (yer: Londra, Ingiltere)","Bir Orta Dogu Yuklenicisi'nin, KENDI ULKESINDEKI SAVAS/ISTILA nedeniyle, DAHA SAHAYA GONDERILMEMIS (henuz kendi ulkesinde depolanan) Ekipman/Malzemenin YAGMALANMASINDAN dogan zararin, Cl.20/Cl.65 kaps",Force Majeure/Savas-Isgal,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Davaci Lehine,"ICC Case No.8677 (Nihai Karar, Eylul 1997, Londra)","Seppala, ICC Bulletin Vol.19/No.2 (2008) - fidic.org ucretsiz offprint",Davaci (Yuklenici) lehine - yaklasik 5 milyon USD'lik ekipman kaybi TAZMIN EDILDI - FIDIC OZEL RISKLERININ 'DUNYA CAPINDA' UYGULANABILIRLIGI konusunda,5000000,
461,ICC Tahkimi (Yer/Ülke Belirsiz),2003,Fosil Yakit/Petrol-Gaz,Kırmızı Kitap - 4. Baskı (1987),Cl.12.2 (Ongorulemeyen Fiziksel Kosullar); Cl.44 (Sure Uzatimi); Cl.53 (Bildirim),ICC Tahkimi (yer: Londra),"Bir hidroelektrik projesinde, GELISMEKTE OLAN ULKEDEKI telefon/elektrik hizmet KALITESININ, 'ongorulemeyen fiziksel kosul' sayilip sayilmayacagi; ES ZAMANLI GECIKME (concurrent delay) durumunda kritik",Gecikme/EOT,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Karma/Kismi,"ICC Case No.10847 (Ilk Ara Karar, 2003, Londra)","Seppala, ICC Bulletin Vol.23/No.2 (2012) - fidic.org ucretsiz offprint","Karma - bazi talepler (telefon kalitesi, guc kesintisi Cl.12.2 kapsaminda) REDDEDILDI, bazilari (Cl.44.1(e) kapsaminda) KISMEN KABUL EDILDI - 'GELISME",,
462,ICC Tahkimi (Yer/Ülke Belirsiz),2005,Karayolu/Otoyol,Kırmızı Kitap - 4. Baskı (1987),Cl.42.2 (Saha Teslimi Gecikmesi); Cl.65.2/65.5 (Ozel Riskler - Komsu Ulke Krizi); Vergi Muafiyeti,ICC Tahkimi,"Bir Balkan devletinde yol projesinde, (1) KOMSU BOLGEDEKI bir kriz/savasin (yabanci askeri gucun konuslanmasi) Isveren'in 'ozel riski' sayilip sayilmayacagi; (2) AB HIBESI ile finanse edilen, VERGIDEN",Force Majeure/Savas-Isgal; Vergi Uyusmazligi,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Davaci Lehine,"ICC Case No.12654 (Nihai Karar, 2005)","Seppala, ICC Bulletin Vol.23/No.2 (2012) - fidic.org ucretsiz offprint",Davaci (Yuklenici JV) lehine (her iki konuda) - 'ozel risklerin ULKE SINIRI OTESI uygulanabilirligi' ve 'DEVLETIN TEK TUZEL KISILIK OLDUGU' ilkeleri o,,
463,İsviçre,2005,Fosil Yakit/Petrol-Gaz,Kırmızı Kitap - 4. Baskı (1987),Cl.51.1 (Degisiklik Emri Yetkisi); Cl.63.1 (Fesih/Musadere),ICC Tahkimi (yer: Cenevre),"Bir hidroelektrik projesinde, (1) Muhendis'in bir DEGISIKLIK EMRIYLE, ileride BASKA BIR YUKLENICIYE verilecek isleri OMITTING (cikararak) sozlesmeden CIKARMASININ GECERLI olup olmadigi; (2) Yuklenici'",Degisiklik/Change Order; Fesih,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Davali Lehine,"ICC Case No.13258 (Kismi Karar, 2005)","Seppala, ICC Bulletin Vol.23/No.2 (2012) - fidic.org ucretsiz offprint","Karma/Davali (Isveren) lehine agirlikli - VO4 teknik olarak ihlal ama Yuklenici'nin fesih tepkisi ORANTISIZ bulundu, Isveren'in feshi ONANDI",,
464,ICC Tahkimi (Yer/Ülke Belirsiz),2008,Madencilik,BELİRSİZ (Sınıflandırılamadı),Tuzel Kisilik Perdesinin Kaldirilmasi (Piercing the Corporate Veil),ICC Tahkimi,"Bir Yuklenici FINANSAL ZORLUGA dustugunde, Isveren'in ANA SIRKETE (parent company) karsi tahkim sartini GENISLETEREK dava acip acamayacagi - ozellikle ANA SIRKET'IN, Yuklenici'nin VARLIKLARINI BASKA B",Kalite/Kusur,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Davaci Lehine,ICC Case No.14208/14236 (2008),"Seppala, ICC Bulletin Vol.24/No.2 (2013) - fidic.org ucretsiz offprint",Davaci (Isveren) lehine - Ana Sirket tahkime DAHIL EDILDI - COK ONEMLI bir emsal: Yuklenici sirketler ARTIK sadece 'ayri tuzel kisilik' savunmasiyla a,,
467,Bangladeş,2026,Karayolu/Otoyol,"FIDIC-benzeri (bespoke, tam FIDIC değil)",Anayasa m.102 (Yuksek Mahkeme 'Yazili Emir' - Writ - Yetkisi) vs Sozlesmesel Tahkim/Uzlasma Mekanizmasi,Bangladesh Yuksek Mahkemesi - Istinaf Dairesi (Appellate Division),"Bir insaat sozlesmesi uyusmazliginda, sozlesme TAHKIM VEYA BASKA BIR ALTERNATIF UYUSMAZLIK COZUM MEKANIZMASI ONGORUYORSA, tarafin bu mekanizmayi ATLAYARAK DOGRUDAN YUKSEK MAHKEMEYE 'WRIT' (yazili emir",Odeme Uyusmazligi,Istinaf/Temyiz/Yuksek Mahkeme,Davali Lehine,"Faraz Construction v Government of Bangladesh (Appellate Division, Bangladesh Yuksek Mahkemesi, 30 Agustos 2026)",dhakatribune.com (Bangladesh Yuksek Mahkemesi resmi karar yayinina dayali haber) + supremecourt.gov.bd,Davali (Hukumet) lehine - Yuklenici'nin temyizi REDDEDILDI - Guney Asya'da (Hindistan/Pakistan/Bangladesh) YAYGIN olan 'once sozlesmesel mekanizmayi t,,
GAP1-001,İngiltere/UK,2025,Madencilik,FIDIC-dışı (isimlendirilmiş standart),Cl.5 (Degisiklik/Varyasyon Degerleme Kurallari),Ingiltere - Technology and Construction Court (Leeds),"8 VARYASYONUN ('Relevant Changes') degerlemesi tartismali bir hakemlik (adjudication) surecinde, hakemin TARAFLARA GERI DONMEDEN 'adil ve makul' YENI ORANLAR kullanmasinin VE TEK BIR KALEMI YENIDEN OL",DAB/Hakem Prosedur Usulsuzlugu,Tenfiz/Icra (Nihai Asama),Davaci Lehine,"Clegg Food Projects Limited v Prestige Car Direct Properties Limited, [2025] EWHC 2173 (TCC)","BAILII / caselaw.nationalarchives.gov.uk (resmi, ucretsiz)","Davaci (Yuklenici) lehine - hakem karari TENFIZ EDILDI, 'asiri ayrintili' (excessively granular) itiraz YAKLASIMI reddedildi",,
GAP1-002,İngiltere/UK,2013,Bina/Konut/Ticari,FIDIC-dışı (bespoke sözleşme),"Kayip/Masraf Talebi (Loss and Expense) - OHP, Verimlilik Kaybi, Ek Denetim",Ingiltere - Technology and Construction Court (Londra),"Bir tugla ORME alt yuklenicisinin, 6 aylik bir GECIKME nedeniyle ugradigi KAYIP/MASRAF (ek genel gider+kar, VERIMLILIK KAYBI, ek denetim/yonetim) taleplerinin bir hakem tarafindan NASIL DEGERLENDIRILE",Gecikme/EOT; Kalite/Kusur,Tenfiz/Icra (Nihai Asama),Davaci Lehine,"Roe Brickwork Limited v Wates Construction Limited, [2013] EWHC 3417 (TCC)","BAILII / caselaw.nationalarchives.gov.uk (resmi, ucretsiz)",Davaci (Alt Yuklenici) lehine - hakem karari TENFIZ EDILDI,,
GAP1-003,İngiltere/UK,2000,Belirsiz/Veri Yetersiz,FIDIC-dışı (bespoke sözleşme),Varyasyon Degerlemesinde Genel Gider ve Kar Dahil Edilmesi,Ingiltere - Technology and Construction Court,"Bir hakem kararinin, VARYASYON (degisiklik emri) BEDELI hesaplanirken GENEL GIDER VE KAR unsurlarini DISLAMASININ 'adil bir degerleme' (fair valuation) STANDARDINA UYGUN olup olmadigi - VARYASYON DEGE",Degisiklik/Change Order,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,"Weldon Plant Ltd v The Commission for the New Towns, [2000] BLR 496 (TCC)",BLR (Building Law Reports) + akademik ozet (matec-conferences.org),Davaci (Yuklenici) lehine - hakem karari BOZULDU; 'ADIL DEGERLEME' STANDARDININ tanimi konusunda INGILTERE'DE HALA ATIF YAPILAN TEMEL bir emsal,,
GAP1-004,İngiltere/UK,2002,Yenilenebilir Enerji,FIDIC-dışı (isimlendirilmiş standart),Hakemin Kendi Kritik Yol Analizini Olusturmasi - Dogal Adalet Ihlali,Ingiltere - Technology and Construction Court (Londra),"Bir hakemin, TARAFLARIN SUNMADIGI kendi KRITIK YOL (critical path) analizini OLUSTURARAK sure uzatimi kararina VARMASININ, taraflara YORUM YAPMA FIRSATI VERILMEDEN, DOGAL ADALETI IHLAL EDIP ETMEDIGI -",Gecikme/EOT,Tenfiz/Icra (Nihai Asama),Davaci Lehine,"Balfour Beatty Construction Ltd v The London Borough of Lambeth, [2002] EWHC 597 (TCC)","BAILII / caselaw.nationalarchives.gov.uk (resmi, ucretsiz)","Davaci (Yuklenici) lehine - hakem karari TENFIZ EDILMEDI; 'HAKEMIN KENDI MACERASINA CIKMASI' (frolic of his own) DOKTRININ TEMEL kaynagi, INGILIZ hake",,
GAP1-005,Güney Afrika,2021,Fosil Yakit/Petrol-Gaz,FIDIC-dışı (isimlendirilmiş standart),Anayasa m.34 (Adil Yargilanma Hakki) vs JBCC Hakemlik/Tahkim Kurallarinin Ozel Niteligi,"Guney Afrika - Eastern Cape Yuksek Mahkemesi, Grahamstown","JBCC sozlesmesindeki HAKEMLIK (adjudication) surecinin, Guney Afrika Anayasasi'nin m.34'undeki (mahkemeye/BAGIMSIZ foruma erisim hakki) ADIL YARGILANMA GUVENCESINE DOGRUDAN TABI olup OLMADIGI",DAB/Hakem Prosedur Usulsuzlugu,Istinaf/Temyiz/Yuksek Mahkeme,Davali Lehine,"Zingwazi Contractors CC v Eastern Cape Department of Human Settlements and Others, [2021] ZAECGHC 50","SAFLII (Guney Afrika Hukuk Bilgi Enstitusu, saflii.org - resmi, ucretsiz)",Davali (JBCC/Isveren) lehine - JBCC'nin OZEL HAKEMLIK doktrini ONANDI,,
GAP1-006,Güney Afrika,2020,Belirsiz/Veri Yetersiz,FIDIC-dışı (isimlendirilmiş standart),Hakem Kararinin Tahkimde YENIDEN GOZDEN GECIRILME/DEGISTIRILME Yetkisi,"Guney Afrika Yuksek Istinaf Mahkemesi (Supreme Court of Appeal, SCA)","Bir JBCC HAKEM (adjudicator) kararinin, DEVAM EDEN bir tahkim surecinde YARGISAL DENETIME (review) TABI TUTULUP TUTULAMAYACAGI, yoksa boyle bir denetimin SADECE 'AGIR ADALETSIZLIK' durumunda MI mumkun",Degisiklik/Change Order,Istinaf/Temyiz/Yuksek Mahkeme,Davali Lehine,"Ekurhuleni West College v Segal and Another (Trencon Construction), [2020] ZASCA 32","SAFLII (Guney Afrika Hukuk Bilgi Enstitusu, saflii.org - resmi, ucretsiz)",Davali (Trencon/Isveren) lehine - hakem karari denetim talebi REDDEDILDI,,
GAP1-007,Güney Afrika,2026,Fosil Yakit/Petrol-Gaz,FIDIC-dışı (isimlendirilmiş standart),Cl.30.7 (Tahkim); Yazili Sozlesme/Imza SARTI OLMADAN Sozlesmenin Olusmasi,"Guney Afrika - Western Cape Yuksek Mahkemesi, Cape Town","Bir JBCC sozlesmesinin, taraflarca HIC IMZALANMAMIS olmasina RAGMEN, teklif/ihale, niyet mektubu, ARA HAKEDISLER VE taraflarin DAVRANISI yoluyla GECERLI OLARAK KURULUP KURULMADIGI ve TAHKIM SARTININ B",Odeme Uyusmazligi; Ihale Sureci,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,"CCC Consultancy (Pty) Ltd t/a Capecon Construction (Pty) Ltd v Springs Car Wholesalers (Pty) Ltd, [2026] ZAWCHC 199 (29 Nisan 2026)","SAFLII (Guney Afrika Hukuk Bilgi Enstitusu, saflii.org - resmi, ucretsiz)",Davaci (Yuklenici) lehine - tahkime SEVK EDILDI,,
GAP1-008,Avustralya,2002,Belirsiz/Veri Yetersiz,FIDIC-dışı (isimlendirilmiş standart),Cl.35.5 (Sure Uzatimi - Superintendent'in Tek Tarafli Yetkisi),Avustralya - New South Wales Istinaf Mahkemesi (NSWCA),"Bir insaat sozlesmesinde, Yuklenici'nin SURE UZATIMI (EOT) TALEP ETMEMESINE/GEC TALEP ETMESINE RAGMEN, SUPERINTENDENT'IN (Isveren'in atadigi bagimsiz yetkilisi) 'HERHANGI BIR NEDENLE' kendiliginden EO",Gecikme/EOT,Istinaf/Temyiz/Yuksek Mahkeme,Davali Lehine,"Peninsula Balmain Pty Ltd v Abigroup Contractors Pty Ltd, [2002] NSWCA 211","AustLII (Avustralya Hukuk Bilgi Enstitusu, austlii.edu.au - resmi, ucretsiz)","Davali (Yuklenici Abigroup) lehine - LD talebi REDDEDILDI; bu, AVUSTRALYA'DA 'onleme ilkesinin' YERINI ALAN, Superintendent'in 'DURUSTLUK VE TARAFSIZL",,
GAP1-009,Avustralya,2017,Belirsiz/Veri Yetersiz,FIDIC-dışı (bespoke sözleşme),Peninsula Balmain'in 'Durustluk/Tarafsizlik' Yukumlulugunun SINIRLARI - Superintendent OLMADAN Sozlesmelerde,Avustralya - New South Wales Istinaf Mahkemesi (NSWCA),"SUPERINTENDENT bulunmayan (Ana Yuklenici'nin KENDISININ tek tarafli EOT verme yetkisine sahip oldugu) bir sozlesmede, Peninsula Balmain'deki 'DURUSTLUK VE TARAFSIZLIK' yukumlulugunun UYGULANIP UYGULAN",Gecikme/EOT,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,"Probuild Constructions (Aust) Pty Ltd v DDI Group Pty Ltd, [2017] NSWCA 151","AustLII (Avustralya Hukuk Bilgi Enstitusu, austlii.edu.au - resmi, ucretsiz)",Davaci (Ana Yuklenici Probuild) lehine - 'durustluk' yukumlulugu bu sozlesmeye UYGULANMADI,,
GAP2-001,Yeni Zelanda,2022,Belirsiz/Veri Yetersiz,FIDIC-dışı (isimlendirilmiş standart),Cl.13.4.1 (Tahkim - Muhendis Karari Sonrasi),Yeni Zelanda Istinaf Mahkemesi (NZCA),"NZS3910:2013 sozlesmesinde, TAHKIM hakkinin SADECE INSAAT DONEMI ICINDE mi gecerli oldugu, yoksa PROJE TAMAMLANDIKTAN SONRA da BASVURULABILIR mi oldugu - sozlesmenin LAFZI kesin bir son tarih ONGORMEM",Siniflandirilmamis/Veri Yetersiz,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,"SRG Global Remediation Services Ltd v BC 197281 Ltd, [2022] NZCA 518",NZLII (Yeni Zelanda Hukuk Bilgi Enstitusu) + johnwalton.co.nz dava ozeti,Davaci lehine (kismen) - tahkim hakkinin insaat donemiyle SINIRLI olabilecegi yorumu ONANDI; bu karar dogrudan NZS3910'UN 2023 REVIZYONUNA YOL ACTI,,10
GAP2-002,Yeni Zelanda,2017,Bina/Konut/Ticari,FIDIC-dışı (isimlendirilmiş standart),Cl.14.3 (Fesih/Temerrut Bildirimi); On-Talep Teminati (%25 - normalin cok uzerinde),Yeni Zelanda Istinaf Mahkemesi (NZCA),"Bir otel donusum projesinde ($14,5 milyon), Yuklenici'nin ODENMEYEN HAKEDISLER icin Cl.14.3 kapsaminda FESIH/temerrut BILDIRIMI VERMESININ ardindan, sozlesmenin FESHEDILME SURECININ nasil ISLEDIGI ve ",Fesih; Odeme Uyusmazligi,Istinaf/Temyiz/Yuksek Mahkeme,Karma/Kismi,"Custom Street Hotel Limited v Plus Construction Co Limited & Anor, [2017] NZCA 36",NZLII (Yeni Zelanda Hukuk Bilgi Enstitusu) + johnwalton.co.nz dava ozeti,"Karma - fesih sureci detaylica ACIKLIGA KAVUSTURULDU, NZS3910 fesih hukumlerinin YORUMU icin ONEMLI bir emsal",14500000,3
GAP2-003,Hindistan,2022,Egitim/Kampus,FIDIC-dışı (isimlendirilmiş standart),Tahkim ve Uzlasma Kanunu m.34(2)(b) (Kamu Duzeni/Tahkime Elverislilik); Zamanasimi,Hindistan - Delhi Yuksek Mahkemesi,"CPWD (Merkezi Kamu Isleri Dairesi) standart sozlesmesi kapsaminda, bir universite kampusu insaatinda (Haryana), Yuklenici'nin 9 talebinden bazilarinin ZAMANASIMINA UGRADIGININ tespiti VE geri kalan ta",Zamanasimi/Sure Siniri,Istinaf/Temyiz/Yuksek Mahkeme,Davali Lehine,"Union of India (CPWD) v M/S Multi-Tech Construction Co, Delhi Yuksek Mahkemesi, 7 Ocak 2022","indiankanoon.org (Hindistan mahkeme kararlari, resmi/ucretsiz)",Davali (Yuklenici) lehine (buyuk olcude) - hakem karari BUYUK OLCUDE ONANDI,,
GAP2-004,Hindistan,2021,Belirsiz/Veri Yetersiz,FIDIC-dışı (isimlendirilmiş standart),Hakem Atama Kisitlamasi - SADECE CPWD Sef Muhendisi Tarafindan Atama,Hindistan - Delhi Yuksek Mahkemesi (Yargic Vibhu Bakhru),"CPWD standart sozlesmesindeki, hakemin SADECE CPWD'nin KENDI Sef Muhendisi (veya ust yetkilisi) TARAFINDAN ATANABILECEGINI ongoren HUKMUN, TARAFSIZLIK acisindan GECERLI olup OLMADIGI - kamu kurumunun ",Muhendis/Mimar Karari - Clause 67 Usulu,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,"Sagar Constructions v Government of NCT of Delhi, Delhi Yuksek Mahkemesi, 6 Ekim 2021","indiankanoon.org (Hindistan mahkeme kararlari, resmi/ucretsiz)",Davaci (Yuklenici) lehine - CPWD'nin TEK TARAFLI hakem atama YETKISI GECERSIZ sayildi,,
GAP2-005,Hindistan,2025,Bina/Konut/Ticari,FIDIC-dışı (isimlendirilmiş standart),Hakem Ucreti - Kanunun IV.Cetveli mi yoksa CPWD'nin KENDI Genelgesi mi Uygulanir,"Hindistan - Delhi Yuksek Mahkemesi (Yargiclar Vibhu Bakhru, Sachin Datta)","CPWD sozlesmesi kapsaminda atanan bir HAKEMIN UCRETININ, Tahkim Kanunu'nun IV.CETVELINE GORE mi, yoksa CPWD'NIN KENDI ic GENELGESINE (Office Memorandum) GORE mi HESAPLANACAGI",Tahkim Masraflari,Istinaf/Temyiz/Yuksek Mahkeme,Devam Eden Dava,"Union of India v M/S Roshan Real Estate Pvt. Ltd, Delhi Yuksek Mahkemesi, 13 Mayis 2025","indiankanoon.org (Hindistan mahkeme kararlari, resmi/ucretsiz)","Belirsiz/Devam eden inceleme - usul agirlikli, hakem ucreti REJIMI konusunda ONEMLI bir emsal",,
GAP2-006,Polonya,2015,Belirsiz/Veri Yetersiz,Kırmızı Kitap - Baskı Belirsiz,Cl.20 (DAB/Dispute Adjudication Board) - Cok Katmanli Uyusmazlik Cozum Mekanizmasinin ZORUNLU/IHTIYARI Niteligi,Polonya Yuksek Mahkemesi (Sad Najwyzszy),"Bir Idare'nin (Isveren), FIDIC'in COK KATMANLI uyusmazlik cozum mekanizmasinin (once DAB, sonra tahkim) 'dava mahkemeye GITMEDEN ONCE TUKETILMESI GEREKEN ZORUNLU bir yol' oldugunu ILERI SUREREK, DAB s",DAB/Hakem Prosedur Usulsuzlugu,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Detay Sinirli,"Polonya Yuksek Mahkemesi (Sad Najwyzszy), IV CSK 443/14 (19 Mart 2015)",codozasady.pl (Polonya hukuk bulteni) + Polonya Yuksek Mahkemesi,"Belirsiz/Karma - dogrudan DAB zorunlulugu SORUSU CEVAPLANMADAN, somut olay bazinda KARAR verildi",,
GAP3-001,İngiltere/UK,2025,Belirsiz/Veri Yetersiz,FIDIC-dışı (bespoke sözleşme),Sozlesme Kurulmasi - Resmi Olmayan Dijital Iletisim (WhatsApp) Yoluyla,Ingiltere - Technology and Construction Court,"Bir yikim ISI icin, TARAFLAR ARASINDA hicbir RESMI/IMZALI SOZLESME OLMAMASINA RAGMEN, WHATSAPP mesajlasmasi yoluyla (kapsam, fiyat, odeme SARTLARI konusunda) BAGLAYICI bir INSAAT SOZLESMESI KURULUP KU",Odeme Uyusmazligi,Tenfiz/Icra (Nihai Asama),Davali Lehine,"Jaevee Homes Ltd v Steve Fincham (t/a Fincham Demolition), [2025] EWHC 942 (TCC)","BAILII / caselaw.nationalarchives.gov.uk (resmi, ucretsiz)","Davali (Yuklenici Fincham) lehine - WhatsApp mesajlasmasi BAGLAYICI sozlesme SAYILDI, hakem karari TENFIZ EDILDI",,
GAP3-002,İngiltere/UK,2025,Belirsiz/Veri Yetersiz,FIDIC-dışı (bespoke sözleşme),"'Gercek Deger' (True Value) Tahkiminin, ODENMEMIS 'BILDIRILEN TUTAR' (Notified Sum) YUKUMLULUGUNE TABI OLMASI",Ingiltere - Technology and Construction Court,"Bir Isveren'in, ODEMEMIS OLDUGU 'BILDIRILEN TUTARI' (gecerli odeme/kesinti bildirimi VERMEDIGI icin OLUSAN) ONCE ODEMEDEN, ayni HAKEDISIN 'GERCEK DEGERI' konusunda AYRI bir hakemlik BASLATIP BASLATAMA",Odeme Uyusmazligi,Tenfiz/Icra (Nihai Asama),Davaci Lehine,"VMA Services Ltd v Project One London Ltd, [2025] EWHC 1815 (TCC)","BAILII / caselaw.nationalarchives.gov.uk (resmi, ucretsiz)","Davaci (Yuklenici VMA) lehine - hakem karari TENFIZ EDILDI, 'ONCE ODE SONRA TARTIS' ilkesi 'GERCEK DEGER' hakemliklerine de UYGULANDI",,
GAP4-001,Singapur,2026,Karayolu/Otoyol,Sarı Kitap - 1999 (1. Baskı),Sub-Cl.20.2/20.4/20.8 (Ad-hoc DAB'in Birden Fazla Uyusmazligi Kabul Yukumlulugu); Yetki vs Kabul Edilebilirlik Ayrimi,Singapur Yuksek Mahkemesi,"Bir ad-hoc DAB'in, KENDISINE ATANDIKTAN SONRA ORTAYA CIKAN 4 YENI uyusmazligi ('Dispute 1-4'), 'SADECE ILK UYUSMAZLIK ICIN ATANDIGI' GEREKCESIYLE REDDETMESININ GECERLI olup olmadigi; boyle bir RET son",DAB/Hakem Prosedur Usulsuzlugu,Tenfiz/Icra (Nihai Asama),Davaci Lehine,"DSR v DSQ, [2026] SGHC 67",Fenwick Elliott International Quarterly Issue 43 (30 Temmuz 2026) - elitigation.sg,"Davaci (Yuklenici) lehine - Tahkim Heyeti'nin karari TENFIZ EDILDI, Isveren'in yetki itirazi REDDEDILDI - AD-HOC DAB'IN cok-uyusmazlik kapasitesi VE '",,
GAP5-001,Hindistan,2024,Demiryolu/Metro,FIDIC (Kitap Rengi Belirsiz),Sub-Cl.20.4 (DAB Karari - NOD suresi); Fiyat Varyasyonu Tazminati (proje arka plani),Hindistan Yuksek Mahkemesi (Supreme Court of India) - alt kademe: Delhi Yuksek Mahkemesi,"DFCCIL'in (Hindistan Demiryollari) bir double-track demiryolu hatti projesinde, DAB'IN VERDIGI bir KARARA karsi, taraflardan birinin SOZLESMEDE ONGORULEN KESIN SURE ICINDE 'memnuniyetsizlik bildirimi'",Gecikme/EOT,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,Dedicated Freight Corridor Corporation of India Limited v Ferrovia Transrail Solution Pvt. Ltd.,lexology.com (Construction Arbitration in India makalesi) + Hindistan Yuksek Mahkemesi,"Davaci (DFCCIL/Isveren) lehine - DAB karari NIHAI VE BAGLAYICI sayildi, Tahkim Heyeti'nin bu YONDEKI bulgusu ONANDI",,
GAP6-001,Singapur,2021,Belirsiz/Veri Yetersiz,BELİRSİZ (Sınıflandırılamadı),"Sozlesmede 'SADECE YAZILI Talimatla' Sartinin, SOZLU Varyasyon Talebine Dayali Odeme Hakkini TAMAMEN Ortadan Kaldirip Kaldirmadigi",Singapur Yuksek Mahkemesi,"Alt-alt-yuklenici Vim'in, SOZLU olarak talimatlandirildigini iddia ettigi EK ISLER icin odeme talep etmesi; sozlesmenin ACIKCA 'varyasyon SADECE Proje Yoneticisinden YAZILI talimatla yapilir' SARTI ic",Degisiklik/Change Order; Odeme Uyusmazligi,Istinaf/Temyiz/Yuksek Mahkeme,Davali Lehine,"Vim Engineering Pte Ltd v Deluge Fire Protection (SEA) Pte Ltd, [2021] SGHC 63",Akin Gump Strauss Hauer & Feld / Mondaq (Kluwer Arbitration cevresi analiz),Davali (Deluge) lehine - Vim'in sozlu varyasyon talebi TAMAMEN REDDEDILDI,,
GAP6-002,İngiltere/UK,2025,Bina/Konut/Ticari,FIDIC-dışı (bespoke sözleşme),Yazili Sozlesmeye Dayali EK TALEP (TT$11.7 milyon) - 'Additional Claim' Yorumu,Privy Council (Ingiltere - Trinidad ve Tobago'dan temyiz),"Bir konut gelistirme projesinde (Oropune Gardens Phase II), Muhendislik hizmetleri sozlesmesi kapsaminda, Davacinin (Dipcon) TT$11.686.956,15'lik bir EK TALEBININ, 2004 tarihli YAZILI SOZLESMEYE dayan",Muhendis/Mimar Karari - Clause 67 Usulu,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Detay Sinirli,"Dipcon Engineering Services Limited v Urban Development Corporation of Trinidad and Tobago Limited (UDeCOTT), [2025] UKPC 29","caselaw.nationalarchives.gov.uk (resmi, ucretsiz)","Belirsiz/detay incelenmedi - COK YENI (25 Haziran 2025) bir Privy Council karari, Trinidad muhendislik sozlesmesi uyusmazliklari icin guncel bir emsal",,21
GAP7-001,İngiltere/UK,2023,Bina/Konut/Ticari,FIDIC-dışı (bespoke sözleşme),Adjudikasyon vs Mahkeme Paralel Yetkisi; Ara Odeme Basvurusu Gecerliligi; VARYASYON HESABI,Ingiltere - Istinaf Mahkemesi (Court of Appeal) + Technology and Construction Court (7 ayri karar),"Brighton Universitesi ogrenci yurdu projesinde bir tesisat alt-yuklenicisinin (A&V), aylik ARA ODEME BASVURUSUNUN ZAMANINDA yapilip yapilmadigi VE bunu onaylayan bir ADJUDIKATOR KARARININ mahkemede PA",Gecikme/EOT; Odeme Uyusmazligi,Tenfiz/Icra (Nihai Asama),Davaci Lehine,"A & V Building Solutions Limited v J & B Hopkins Limited, [2023] EWCA Civ 54 (Istinaf) + [2022] EWHC 1186, [2024] EWHC 1510/2295/2516/2914 (TCC) - 7 KARAR SERISI","caselaw.nationalarchives.gov.uk (resmi, ucretsiz) + Keating Chambers + Clyde & Co dava ozetleri","Davaci (Alt Yuklenici A&V) lehine (buyuk olcude, coklu asamalarda) - varyasyon hesabi ONANDI, sure uzatimi VERILDI, ama adjudikator ucretleri konusund",,
